Investigation.Type,Accident.Number,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Year
Accident,NYC82FHD15,1982-06-11,"MIDDLETOWN, DE",United States,Non-Fatal,Substantial,Airplane,GREGG,KR-2,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Approach,1982
Accident,NYC82DA122,1982-06-11,"MONONGAHELA, PA",United States,Non-Fatal,Substantial,Airplane,CESSNA,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Descent,1982
Accident,FTW82FPD14,1982-06-11,"ABILENE, TX",United States,Non-Fatal,Substantial,Airplane,LEARJET,23,No,2.0,Turbo Jet,Personal,0.0,0.0,0.0,8.0,VMC,Maneuvering,1982
Accident,DEN82DA101,1982-06-11,"CENTRAL, UT",United States,Non-Fatal,Substantial,Airplane,CESSNA,188B,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Landing,1982
Accident,ANC82DAG31,1982-06-11,"ANCHORAGE, AK",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-18,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Maneuvering,1982
Accident,SEA82DA086,1982-06-12,"JEROME, ID",United States,Non-Fatal,Destroyed,Airplane,CESSNA,210-5(205),No,1.0,Reciprocating,Personal,0.0,0.0,3.0,0.0,VMC,Takeoff,1982
Accident,NYC82DA123,1982-06-12,"SCHELLSBURG, PA",United States,Non-Fatal,Destroyed,Airplane,CESSNA,172N,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,IMC,Climb,1982
Accident,LAX82FA219,1982-06-12,"YORBA LINDA, CA",United States,Fatal(4),Destroyed,Airplane,PIPER,PA-28-161,No,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,VMC,Cruise,1982
Accident,LAX82FA218B,1982-06-12,"CORONA, CA",United States,Fatal(4),Destroyed,Airplane,CESSNA,140,No,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,VMC,Unknown,1982
Accident,LAX82FA218A,1982-06-12,"CORONA, CA",United States,Fatal(4),Destroyed,Airplane,CESSNA,150L,No,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,VMC,Unknown,1982
Accident,LAX82DA217,1982-06-12,"DELANO, CA",United States,Non-Fatal,Destroyed,Airplane,LUSCOMBE,8A,No,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Cruise,1982
Accident,CHI82FA206,1982-06-12,"CEDAR, MN",United States,Fatal(1),Destroyed,Airplane,MCCLARY,MONG SPORT,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Maneuvering,1982
Accident,CHI82DA205,1982-06-12,"PULASKI, WI",United States,Non-Fatal,Destroyed,Airplane,VOLMER AIRCRAFT,SPORTSMAN,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Takeoff,1982
Accident,NYC82FFJ13,1982-06-12,"CANANDAIQUA, NY",United States,Non-Fatal,Substantial,Airplane,LAKE,LA-4-200,No,1.0,Reciprocating,Business,0.0,1.0,1.0,1.0,VMC,Takeoff,1982
Accident,MKC82FCQ10,1982-06-12,"BIRD CITY, KS",United States,Non-Fatal,Substantial,Airplane,BEECH,A35,No,1.0,Reciprocating,Personal,0.0,2.0,1.0,0.0,VMC,Approach,1982
Accident,LAX82FVD18,1982-06-12,"MCKINLEYVILLE, CA",United States,Non-Fatal,Substantial,Airplane,CESSNA,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Maneuvering,1982
Accident,ANC82FAG32,1982-06-12,"CHUGIAK, AK",United States,Fatal(1),Substantial,Airplane,PIPER,PA-18-150,No,1.0,Reciprocating,Personal,1.0,1.0,0.0,0.0,VMC,Unknown,1982
Accident,NYC82FHD13,1982-06-12,"MILLVILLE, NJ",United States,Non-Fatal,Substantial,Airplane,MIDGET,MUSTANG,Yes,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Landing,1982
Accident,MKC82DA100,1982-06-12,"MILFORD, IA",United States,Non-Fatal,Substantial,Airplane,CESSNA,182B,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Go-around,1982
Accident,SEA83FA196,1982-06-13,"SANDY, OR",United States,Fatal(1),Destroyed,Airplane,MOONEY,M-20,No,1.0,Reciprocating,Business,1.0,0.0,0.0,0.0,VMC,Cruise,1982
Accident,SEA82FYM19,1982-06-13,"INDEPENDENCE, OR",United States,Non-Fatal,Destroyed,Airplane,CHAMPION,7GCAA,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Takeoff,1982
Accident,NYC82FFJ15,1982-06-13,"CAMBRIA, NY",United States,Non-Fatal,Destroyed,Airplane,NA,64,No,1.0,Reciprocating,Unknown,0.0,1.0,0.0,0.0,VMC,Climb,1982
Accident,LAX82FA231,1982-06-13,"TRUCKEE, CA",United States,Fatal(2),Destroyed,Airplane,CESSNA,182,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,UNK,Cruise,1982
Accident,FTW82FPA12,1982-06-13,"ALLEN, TX",United States,Non-Fatal,Destroyed,Airplane,CESSNA,150,No,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Maneuvering,1982
Accident,FTW82DA222,1982-06-13,"RYAN, OK",United States,Non-Fatal,Destroyed,Airplane,BEECH,C-35,No,2.0,Reciprocating,Personal,0.0,0.0,4.0,0.0,VMC,Landing,1982
Accident,ATL82FLQ06,1982-06-13,"MAYFIELD, KY",United States,Fatal(1),Destroyed,Airplane,BELLANCA,8KCAB,No,1.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,VMC,Maneuvering,1982
Accident,ATL82DA162,1982-06-13,"SAVANNAH, GA",United States,Non-Fatal,Destroyed,Airplane,PIPER,PA-28-181,No,1.0,Reciprocating,Personal,0.0,2.0,1.0,1.0,VMC,Cruise,1982
Accident,MKC82DA103,1982-06-13,"MARION, IA",United States,Non-Fatal,Substantial,Airplane,CESSNA,172N,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,1982
Accident,MKC82DA101,1982-06-13,"ST LOUIS, MO",United States,Non-Fatal,Substantial,Airplane,CESSNA,150,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,1982
Accident,LAX82DA220,1982-06-13,"LANCASTER, CA",United States,Non-Fatal,Substantial,Airplane,CESSNA,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Approach,1982
Accident,FTW82DA225,1982-06-13,"FORT WORTH, TX",United States,Non-Fatal,Substantial,Airplane,CESSNA,175,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,3.0,VMC,Go-around,1982
Accident,FTW82DA224,1982-06-13,"DUNCAN, OK",United States,Non-Fatal,Substantial,Airplane,CESSNA,172,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,1982
Accident,CHI82DA207,1982-06-13,"MIDLAND, MI",United States,Non-Fatal,Substantial,Airplane,CESSNA,182RG,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,1982
Accident,ATL82FIG08,1982-06-13,"OCEAN CITY, MD",United States,Non-Fatal,Substantial,Airplane,AERONCA,C-3,No,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,IMC,Takeoff,1982
Accident,ANC82DA046,1982-06-13,"SELDOVIA, AK",United States,Non-Fatal,Substantial,Airplane,CESSNA,180,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Cruise,1982
Accident,FTW82FPG15,1982-06-14,"GOULD, AR",United States,Non-Fatal,Destroyed,Airplane,PIPER,PA-28-140,No,1.0,Reciprocating,Instructional,0.0,1.0,0.0,0.0,VMC,Approach,1982
Accident,ATL82FA163,1982-06-14,"ATLANTA, GA",United States,Non-Fatal,Destroyed,Airplane,PIPER,PA-23-160,No,2.0,Reciprocating,Instructional,0.0,2.0,1.0,0.0,VMC,Takeoff,1982
Accident,SEA82DA088,1982-06-14,"OAKLEY, ID",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-38-112,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Cruise,1982
Accident,FTW82DA226,1982-06-14,"LAKEWOOD, AR",United States,Non-Fatal,Substantial,Airplane,WEATHERLY,201C,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Takeoff,1982
Accident,CHI82DA208,1982-06-14,"GREENBUSH, MN",United States,Non-Fatal,Substantial,Airplane,CESSNA,A188B,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Takeoff,1982
Accident,LAX82DA221,1982-06-15,"GREENFIELD, CA",United States,Non-Fatal,Destroyed,Airplane,WEATHERLY,201B,No,1.0,Reciprocating,Aerial Application,0.0,0.0,1.0,0.0,VMC,Approach,1982
Accident,FTW82FA223,1982-06-15,"HARTSHORNE, OK",United States,Fatal(3),Destroyed,Airplane,PIPER,PA-32R-301,No,1.0,Reciprocating,Business,3.0,0.0,0.0,0.0,IMC,Cruise,1982
Accident,ATL82FA164,1982-06-15,"ASHEVILLE, NC",United States,Non-Fatal,Destroyed,Airplane,CESSNA,172P,No,1.0,Reciprocating,Instructional,0.0,3.0,0.0,0.0,VMC,Climb,1982
Accident,ATL82DA165,1982-06-15,"MYRTLE BEACH, SC",United States,Non-Fatal,Destroyed,Airplane,BEECH,A36,No,1.0,Reciprocating,Unknown,0.0,0.0,1.0,0.0,VMC,Descent,1982
Accident,SEA82DA107,1982-06-15,"DRY BAY, AK",United States,Non-Fatal,Substantial,Airplane,CESSNA,U206,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,1982
Accident,CHI82FA209,1982-06-15,"RACINE, WI",United States,Non-Fatal,Substantial,Airplane,CESSNA,421,No,2.0,Reciprocating,Business,0.0,0.0,0.0,2.0,IMC,Approach,1982
Accident,ATL82DA166,1982-06-15,"LYNCHBURG, VA",United States,Non-Fatal,Substantial,Airplane,PIPER,22-160,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,3.0,VMC,Approach,1982
Accident,ANC82DAG37,1982-06-15,"NEAR TYONEK, AK",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-18-150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,UNK,Landing,1982
Accident,SEA82DA089,1982-06-16,"ROCHE HARBOR, WA",United States,Non-Fatal,Destroyed,Airplane,PIPER,PA-28-180,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,3.0,VMC,Landing,1982
Accident,NYC82AA125,1982-06-16,"DUNKIRK, NY",United States,Fatal(4),Destroyed,Airplane,PIPER,PA-28RT-201,No,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,IMC,Approach,1982
Accident,LAX82DA222,1982-06-16,"FIREBAUGH, CA",United States,Non-Fatal,Destroyed,Airplane,ROCKWELL INTL.,S-2R,No,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,VMC,Maneuvering,1982
Accident,FTW82DA228,1982-06-16,"TULSA, OK",United States,Non-Fatal,Destroyed,Airplane,CESSNA,152,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Climb,1982
Incident,ANC82IA048,1982-06-16,"NEAR PORT HEIDE, AK",United States,Incident,Minor,Airplane,DE HAVILLAND,DHC-6-100,No,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,10.0,VMC,Cruise,1982
Accident,MKC82DA104,1982-06-16,"10 SW FALLS CIT, NE",United States,Non-Fatal,Substantial,Airplane,CESSNA,152,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Cruise,1982
Accident,FTW82DA236,1982-06-16,"EDGERLY, LA",United States,Non-Fatal,Substantial,Airplane,AYRES,S-2R,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Takeoff,1982
Accident,FTW82DA227,1982-06-16,"PICHER, OK",United States,Non-Fatal,Substantial,Airplane,BOEING,75A,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Climb,1982
Accident,FTW82DA231,1982-06-17,"GRAHAM, TX",United States,Non-Fatal,Destroyed,Airplane,SOUTHERN AIRMOTIVE CORP SAC,SAC,Yes,1.0,Reciprocating,Ferry,0.0,0.0,0.0,1.0,VMC,Takeoff,1982
Accident,CHI82FA214,1982-06-17,"CHARLEVOIX, MI",United States,Fatal(2),Destroyed,Airplane,PIPER,PA-32,No,1.0,Reciprocating,Business,2.0,0.0,0.0,0.0,IMC,Takeoff,1982
Accident,CHI82FA213,1982-06-17,"DANVILLE, OH",United States,Fatal(1),Destroyed,Airplane,CESSNA,152,No,1.0,Reciprocating,Personal,1.0,1.0,0.0,0.0,VMC,Maneuvering,1982
Accident,ATL82FKM05,1982-06-17,"FRANKLIN, NC",United States,Non-Fatal,Destroyed,Airplane,BEECH,F35,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Landing,1982
Accident,MKC82DA108,1982-06-17,"ULYSSES, KS",United States,Non-Fatal,Substantial,Airplane,CALLAIR,A-9B,No,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,Maneuvering,1982
Accident,MKC82DA106,1982-06-17,"KINGMAN, KS",United States,Non-Fatal,Substantial,Airplane,CESSNA,T303,No,2.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,1982
Accident,MKC82DA105,1982-06-17,"GARDNER, KS",United States,Non-Fatal,Substantial,Airplane,CESSNA,120,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,1982
Accident,FTW82DA247,1982-06-17,"HOUSTON, TX",United States,Non-Fatal,Substantial,Airplane,CESSNA,172,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Taxi,1982
Accident,FTW82DA230,1982-06-17,"BISHOP, TX",United States,Non-Fatal,Substantial,Airplane,ROCKWELL,S2R,No,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,Maneuvering,1982
Accident,FTW82DA229,1982-06-17,"AMARILLO, TX",United States,Non-Fatal,Substantial,Airplane,CESSNA,A185E,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Landing,1982
Accident,DEN82DA112,1982-06-17,"COLORADO SPRING, CO",United States,Non-Fatal,Substantial,Airplane,CESSNA,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Landing,1982
Accident,ANC82DA049,1982-06-17,"NEAR EKWOK, AK",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-32-300,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,4.0,VMC,Cruise,1982
Accident,LAX82FA224,1982-06-18,"FRESNO, CA",United States,Non-Fatal,Destroyed,Airplane,BEECH,H-18,Yes,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Takeoff,1982
Accident,ATL82FIG09,1982-06-18,"WOODBINE, MD",United States,Fatal(2),Destroyed,Airplane,BELLANCA,7GCBC,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Approach,1982
Accident,ATL82DA171,1982-06-18,"RIPLEY, IN",United States,Non-Fatal,Destroyed,Airplane,PIPER,PA-25-235,No,1.0,Reciprocating,Aerial Application,0.0,0.0,1.0,0.0,VMC,Maneuvering,1982
Accident,ANC82DA050,1982-06-18,"NEAR CHINITNA B, AK",United States,Fatal(1),Destroyed,Airplane,CESSNA,185F,No,1.0,Reciprocating,Unknown,1.0,0.0,0.0,2.0,VMC,Standing,1982
Accident,NYC82DA127,1982-06-18,"FORT FAIRFIELD, ME",United States,Non-Fatal,Substantial,Airplane,CESSNA,182H,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,1982
Accident,NYC82DA126,1982-06-18,"PLAINVILLE, CT",United States,Non-Fatal,Substantial,Airplane,BEECH,A23-19,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1982
Accident,MKC82DA107,1982-06-18,"APPLETON CITY, MO",United States,Non-Fatal,Substantial,Airplane,CESSNA,A188,No,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,Landing,1982
Accident,DEN82DA109,1982-06-18,"GRAND FORKS, ND",United States,Non-Fatal,Substantial,Airplane,CESSNA,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,1982
Accident,ATL82DA172,1982-06-18,"NORTH MYRTLE BE, SC",United States,Non-Fatal,Substantial,Airplane,CESSNA,402C,No,2.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,4.0,IMC,Landing,1982
Accident,FTW82DA237,1982-06-18,"BEEDEVILLE, AR",United States,Non-Fatal,Substantial,Airplane,GRUMMAN,G164B,No,1.0,Reciprocating,Unknown,0.0,0.0,1.0,0.0,VMC,Takeoff,1982
Accident,SEA82DA091,1982-06-19,"OREGON CITY, OR",United States,Non-Fatal,Destroyed,Airplane,CESSNA,170A,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1982
Accident,MIA82DA134,1982-06-19,"NEAR STUART, FL",United States,Non-Fatal,Destroyed,Airplane,CESSNA,337,No,2.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Landing,1982
Accident,LAX82DA228,1982-06-19,"SCOTTSDALE, AZ",United States,Non-Fatal,Destroyed,Airplane,CESSNA,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Takeoff,1982
Accident,LAX82DA227,1982-06-19,"FREMONT, CA",United States,Non-Fatal,Destroyed,Airplane,CESSNA,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,1982
Accident,CHI82DA218,1982-06-19,"DULUTH, MN",United States,Non-Fatal,Destroyed,Airplane,MOONEY,M20J,No,1.0,Reciprocating,Personal,0.0,1.0,2.0,0.0,IMC,Approach,1982
Accident,CHI82DA215,1982-06-19,"FAIRFIELD, IL",United States,Non-Fatal,Destroyed,Airplane,BELLANCA,73CA,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Maneuvering,1982
Accident,ATL82FKQ15,1982-06-19,"OCEAN SPRINGS, MS",United States,Fatal(3),Destroyed,Airplane,CESSNA,R182,No,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,Maneuvering,1982
Accident,ATL82DA167,1982-06-19,"ATLANTA, GA",United States,Non-Fatal,Destroyed,Airplane,PIPER,PA-28-161,No,1.0,Reciprocating,Instructional,0.0,0.0,1.0,0.0,VMC,Takeoff,1982
Accident,NYC82DA130,1982-06-19,"RICHLAND, NY",United States,Non-Fatal,Substantial,Airplane,STINSON,180-2,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,1982
Accident,MIA82DA137,1982-06-19,"CLEARWATER, FL",United States,Non-Fatal,Substantial,Airplane,CESSNA,421B,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,1982
Accident,FTW82DA234,1982-06-19,"JACKSON, LA",United States,Non-Fatal,Substantial,Airplane,BEECH,77,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Approach,1982
Accident,DEN82DA123,1982-06-19,"LAUREL, MT",United States,Non-Fatal,Substantial,Airplane,LUSCOMBE,8A,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1982
Accident,DEN82DA107,1982-06-19,"JACKSON, MT",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-28-151,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Go-around,1982
Accident,DEN82DA105,1982-06-19,"NEAR RAWLINS, WY",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-20,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,1982
Accident,CHI82DA222,1982-06-19,"PRINCETON, MN",United States,Non-Fatal,Substantial,Airplane,CESSNA,170B,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1982
Accident,CHI82DA219,1982-06-19,"PARDEEVILLE, WI",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-28-151,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Landing,1982
Accident,CHI82DA216,1982-06-19,"DODGEVILLE, WI",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-28-140,No,1.0,Reciprocating,Instructional,0.0,0.0,1.0,0.0,VMC,Landing,1982
Accident,ATL82DA169,1982-06-19,"TUSCALOOSA, AL",United States,Non-Fatal,Substantial,Airplane,CESSNA,182B,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Cruise,1982
Accident,ANC82DAG36,1982-06-19,"SETTLERS BAY, AK",United States,Non-Fatal,Substantial,Airplane,TAYLORCRAFT,BC-12D,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1982
Accident,CHI82DA217,1982-06-19,"LA PORTE, IN",United States,Non-Fatal,Substantial,Airplane,TAYLORCRAFT,BC12-D,No,1.0,Reciprocating,Unknown,0.0,0.0,1.0,0.0,VMC,Maneuvering,1982
Accident,LAX82FA226,1982-06-20,"GRANADA HILLS, CA",United States,Non-Fatal,Destroyed,Airplane,CESSNA,172,No,1.0,Reciprocating,Instructional,0.0,1.0,0.0,0.0,IMC,Descent,1982
Accident,LAX82FA225,1982-06-20,"WESTLEY, CA",United States,Fatal(1),Destroyed,Airplane,BELLANCA,8KCAB,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Maneuvering,1982
Incident,ATL82IA170,1982-06-20,"DAUPHIN ISLAND, AL",United States,Incident,Minor,Airplane,MOONEY,M20J,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Go-around,1982
Accident,MIA82DA135,1982-06-20,"CHULUOTA, FL",United States,Non-Fatal,Substantial,Airplane,CESSNA,182P,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Takeoff,1982
Accident,LAX82DA229,1982-06-20,"PACOIMA, CA",United States,Non-Fatal,Substantial,Airplane,CESSNA,170B,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1982
Accident,FTW82DA282,1982-06-20,"TULSA, OK",United States,Non-Fatal,Substantial,Airplane,BOEING,A75L300,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,1982
Accident,DEN82DA108,1982-06-20,"ROLLA, ND",United States,Non-Fatal,Substantial,Airplane,CALLAIR,A-9B,No,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,Maneuvering,1982
Accident,DEN82DA104,1982-06-20,"WENDOVER, UT",United States,Non-Fatal,Substantial,Airplane,LUSCOMBE,8A,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,1982
Accident,CHI82DA221,1982-06-20,"DELAWARE, OH",United States,Non-Fatal,Substantial,Airplane,PETER CLARK,SUPER ACRO CUB,Yes,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Cruise,1982
Accident,CHI82DA220,1982-06-20,"HOBART, IN",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-18,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Takeoff,1982
Accident,NYC82FHM07,1982-06-20,"SANDY HOOK BEAC, NJ",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-18-150,No,1.0,Reciprocating,Unknown,0.0,1.0,0.0,0.0,VMC,Cruise,1982
Accident,MIA82FA136,1982-06-21,"LAKELAND, FL",United States,Fatal(1),Destroyed,Airplane,AERO COMMANDER,S2R,No,1.0,Reciprocating,Ferry,1.0,0.0,0.0,0.0,VMC,Takeoff,1982
Accident,MIA82DA139,1982-06-21,"NEAR HORSESHOE, FL",United States,Non-Fatal,Destroyed,Airplane,CESSNA,310,No,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Cruise,1982
Accident,LAX82FVG27,1982-06-21,"ORLAND, CA",United States,Fatal(1),Destroyed,Airplane,RYAN,PT-22,No,1.0,Reciprocating,Personal,1.0,1.0,0.0,0.0,VMC,Takeoff,1982
Accident,LAX82FUG13,1982-06-21,"ONTARIO, CA",United States,Non-Fatal,Destroyed,Airplane,BEECH,95-C55,No,2.0,Reciprocating,Business,0.0,2.0,0.0,0.0,VMC,Descent,1982
Accident,LAX82FA230,1982-06-21,"JAMUL, CA",United States,Fatal(1),Destroyed,Airplane,CESSNA,P210N,No,1.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,IMC,Approach,1982
Accident,FTW82FRJ12,1982-06-21,"WILDSVILLE, LA",United States,Fatal(1),Destroyed,Airplane,PIPER,PA-36-375,No,1.0,Reciprocating,Aerial Application,1.0,0.0,0.0,0.0,VMC,Maneuvering,1982
Accident,DEN82FTE19,1982-06-21,"LOMA, CO",United States,Non-Fatal,Destroyed,Airplane,CESSNA,182,No,1.0,Reciprocating,Business,0.0,1.0,1.0,1.0,VMC,Go-around,1982
Accident,NYC82DA160,1982-06-21,"OLD FORGE, NY",United States,Non-Fatal,Substantial,Airplane,CESSNA,172H,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,1982
Accident,FTW82FRA23,1982-06-21,"TOMBALL, TX",United States,Non-Fatal,Substantial,Airplane,GREAT LAKES,2T-1A-2,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,1982
Accident,FTW82DA235,1982-06-21,"FORT WORTH, TX",United States,Non-Fatal,Substantial,Airplane,CESSNA,310P,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,1982
Accident,CHI82FA223,1982-06-21,"GREENVILLE, IL",United States,Non-Fatal,Substantial,Airplane,CESSNA,337B,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Takeoff,1982
Accident,ANC82DA051,1982-06-21,"ST. MARY'S, AK",United States,Non-Fatal,Substantial,Airplane,CESSNA,172,No,1.0,Reciprocating,Ferry,0.0,0.0,1.0,0.0,VMC,Takeoff,1982
Accident,FTW82DA243,1982-06-21,"GRANTS, NM",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-32-300,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Landing,1982
Accident,FTW82DA238,1982-06-21,"EUDORA, AR",United States,Non-Fatal,Substantial,Airplane,ROCKWELL,INTL S-2R,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Maneuvering,1982
Accident,DEN82DA111,1982-06-21,"NEAR RAPELJE, MT",United States,Non-Fatal,Substantial,Airplane,WEATHERLY,201C,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Landing,1982
Accident,NYC82FNA16,1982-06-22,"LINCOLN, RI",United States,Fatal(1),Destroyed,Airplane,DAVIS,DA-2A,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Cruise,1982
Accident,FTW82DA241,1982-06-22,"FRENCH SETTLEME, LA",United States,Non-Fatal,Destroyed,Airplane,PIPER,PA-38-112,No,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Go-around,1982
Accident,DEN82FTI16,1982-06-22,"CAMERON, MT",United States,Non-Fatal,Destroyed,Airplane,PIPER,PA-28-R-180,No,1.0,Reciprocating,Personal,0.0,3.0,1.0,0.0,VMC,Maneuvering,1982
