Investigation.Type,Accident.Number,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Year
Accident,ERA11CA260,2011-04-23,"Belhaven, NC",United States,Non-Fatal,Substantial,Airplane,GRUMMAN ACFT ENG COR SCHWEIZER,G-164A,No,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,VMC,unknown,2011
Accident,ERA11FA258,2011-04-23,"Altavista, VA",United States,Fatal,Substantial,Airplane,CESSNA,210D,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,unknown,2011
Accident,CEN11FA304,2011-04-23,"Parker, CO",United States,Fatal,Substantial,Airplane,CUBCRAFTERS,CC11-160,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,Unknown,unknown,2011
Accident,WPR11CA206,2011-04-23,"Heber, UT",United States,Non-Fatal,Substantial,Airplane,TEW WILLIAM P,TEAM ROCKET F1,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,unknown,2011
Accident,WPR11LA207,2011-04-23,"Marsing, ID",United States,Non-Fatal,Substantial,Airplane,DAVISON,RV-7A,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,unknown,2011
Accident,WPR11LA209,2011-04-23,"Colville, WA",United States,Non-Fatal,Substantial,Airplane,CESSNA,182B,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,CEN11CA306,2011-04-23,"Crosby, ND",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-22-150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,ERA11CA262,2011-04-24,"Stow, MA",United States,Non-Fatal,Substantial,Airplane,CESSNA,U206G,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,unknown,2011
Accident,WPR11LA210,2011-04-24,"College Place, WA",United States,Non-Fatal,Substantial,Airplane,CESSNA,150H,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,ERA11CA267,2011-04-24,"Galax, VA",United States,Non-Fatal,Substantial,Airplane,CESSNA,182A,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,unknown,2011
Accident,CEN11LA307,2011-04-24,"Lake Heron, NM",United States,Fatal,Substantial,Airplane,CESSNA,320,No,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,unknown,2011
Accident,CEN11CA301,2011-04-25,"Estelline, SD",United States,Non-Fatal,Substantial,Airplane,AYRES CORPORATION,S2R-R1340,No,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,CEN11LA308,2011-04-25,"Streetman, TX",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-28-180,No,1.0,Reciprocating,Personal,0.0,3.0,0.0,0.0,VMC,unknown,2011
Incident,DCA11IA047,2011-04-26,"Chicago, IL",United States,Non-Fatal,Minor,Airplane,BOEING,737-7Q8,No,2.0,Turbo Fan,unknown,0.0,0.0,0.0,139.0,IMC,unknown,2011
Accident,WPR11LA211,2011-04-27,"Mesa, AZ",United States,Non-Fatal,Substantial,Airplane,CESSNA,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,CEN11CA309,2011-04-27,"El Paso, TX",United States,Non-Fatal,Substantial,Airplane,CESSNA,208B,No,1.0,Turbo Prop,unknown,0.0,0.0,0.0,1.0,IMC,unknown,2011
Accident,WPR11CA212,2011-04-27,"Chandler, AZ",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-18-150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,CEN11CA321,2011-04-27,"Minford, OH",United States,Non-Fatal,Substantial,Airplane,CHANG,RV-10,Yes,1.0,Reciprocating,Flight Test,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,CEN11CA291,2011-04-28,"Hot Springs, AR",United States,Non-Fatal,Substantial,Airplane,CESSNA,A185F,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,unknown,2011
Accident,ANC11WA028,2011-04-28,"Campbell River, Canada",Canada,Fatal,Substantial,Airplane,CESSNA,195A,No,1.0,unknown,Personal,1.0,0.0,0.0,0.0,Unknown,unknown,2011
Accident,CEN11CA331,2011-04-28,"Fort Worth, TX",United States,Non-Fatal,Substantial,Airplane,CESSNA,172R,No,1.0,Reciprocating,Instructional,0.0,1.0,0.0,1.0,VMC,unknown,2011
Accident,CEN11FA310,2011-04-29,"Pulaski, WI",United States,Fatal,Substantial,Airplane,JURMU,STOL CH701,Yes,1.0,Reciprocating,Flight Test,1.0,0.0,0.0,0.0,VMC,unknown,2011
Accident,ERA11LA290,2011-04-29,"Albion, NY",United States,Non-Fatal,Substantial,Airplane,GRUMMAN,G-164A,No,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,ERA11CA270,2011-04-30,"East Hampton, NY",United States,Non-Fatal,Substantial,Airplane,CESSNA,182T,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,unknown,2011
Accident,ERA11CA273,2011-04-30,"Suchez, GA",United States,Non-Fatal,Substantial,Airplane,CESSNA,172M,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,unknown,2011
Accident,ERA11CA271,2011-04-30,"Millbrook, NY",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-28-181,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,unknown,2011
Accident,WPR11CA215,2011-04-30,"Bend, OR",United States,Non-Fatal,Substantial,Airplane,CESSNA,185A,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,ERA11CA279,2011-04-30,"Somerset, PA",United States,Non-Fatal,Substantial,Airplane,FRANKE HARRY C,AVID FLYER B,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,unknown,2011
Accident,CEN11FA312,2011-05-01,"Elephant Butte, NM",United States,Fatal,Destroyed,Airplane,COMBS EARL W,KITFOX SPEEDSTER,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,unknown,2011
Accident,ERA11CA275,2011-05-01,"Hammonton, NJ",United States,Non-Fatal,Substantial,Airplane,BEECH,A23,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,WPR11LA216,2011-05-01,"Livermore, CA",United States,Non-Fatal,Substantial,Airplane,DRALLE (VAN'S AIRCRAFT),RV-8,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,ERA11CA303,2011-05-01,"Moultonboro, NH",United States,Non-Fatal,Substantial,Airplane,CHAMPION,7EC-703,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,CEN11CA314,2011-05-02,"Kansas City, MO",United States,Non-Fatal,Substantial,Airplane,PRICHARD KEVIN,LEGACY 2K,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,unknown,2011
Accident,ERA11FA274,2011-05-02,"Miami Gardens, FL",United States,Fatal,Substantial,Airplane,BEECH,E18S,No,2.0,Reciprocating,unknown,1.0,0.0,0.0,0.0,VMC,unknown,2011
Accident,WPR11LA218,2011-05-03,"Rock Springs, WY",United States,Non-Fatal,Substantial,Airplane,PIPER,PA46-500TP,No,1.0,Turbo Prop,Personal,0.0,0.0,0.0,2.0,VMC,unknown,2011
Accident,ERA11CA281,2011-05-03,"Apex, NC",United States,Non-Fatal,Substantial,Airplane,LUSCOMBE,8E,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,unknown,2011
Accident,ERA11CA277,2011-05-03,"Ocean City, NJ",United States,Non-Fatal,Substantial,Airplane,CESSNA,A185F,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,ERA11CA283,2011-05-03,"Fort Pierce, FL",United States,Non-Fatal,Substantial,Airplane,CESSNA,172P,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,ERA11CA284,2011-05-03,"Stuart, FL",United States,Non-Fatal,Substantial,Airplane,CESSNA,172P,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,WPR11CA198,2011-05-04,"Princeton, CA",United States,Non-Fatal,Substantial,Airplane,GRUMMAN,G-164,No,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,CEN11FA319,2011-05-04,"Shreveport, LA",United States,Fatal,Substantial,Airplane,THOMAS,EUROPA,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,unknown,2011
Accident,CEN11LA320,2011-05-04,"Sandusky, OH",United States,Non-Fatal,Substantial,Airplane,COMMANDER AIRCRAFT COMPANY,114-B,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,ERA11LA282,2011-05-04,"Palm Coast, FL",United States,Non-Fatal,Substantial,Airplane,PFOUTS ALFRED L,SENIOR AERO SPT D260,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,ERA11CA286,2011-05-04,"Hollywood, FL",United States,Non-Fatal,Substantial,Airplane,CESSNA,172R,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,CEN11CA322,2011-05-05,"Farmersville, TX",United States,Non-Fatal,Substantial,Airplane,CESSNA,172K,No,1.0,Reciprocating,Aerial Observation,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,CEN11LA323,2011-05-05,"Arriba, CO",United States,Non-Fatal,Substantial,Airplane,AIR TRACTOR INC,AT-402A,No,1.0,Turbo Prop,Aerial Application,0.0,0.0,1.0,0.0,VMC,unknown,2011
Accident,ERA11FA285,2011-05-06,"Richlands, NC",United States,Fatal,Substantial,Airplane,HEBERT PETER J,LANCAIR LEGACY,Yes,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,unknown,2011
Accident,CEN11CA326,2011-05-06,"Albuquerque, NM",United States,Non-Fatal,Substantial,Airplane,GETTEN MARVIN T,QUICKIE Q2,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,unknown,2011
Accident,ANC11CA029,2011-05-06,"Cordova, AK",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-18-125,No,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,unknown,2011
Accident,DCA11FA052,2011-05-06,"Greenville, MS",United States,Non-Fatal,Substantial,Airplane,BOEING,737,No,2.0,unknown,Positioning,0.0,0.0,0.0,2.0,Unknown,unknown,2011
Accident,CEN11FA324,2011-05-07,"Conroe, TX",United States,Fatal,Destroyed,Airplane,WOODWARD HAROLD L,RAVIN 500,Yes,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,unknown,2011
Accident,ERA11LA289,2011-05-07,"Ocilla, GA",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-28-180,No,1.0,Reciprocating,Personal,0.0,4.0,0.0,0.0,VMC,unknown,2011
Accident,ERA11FA287,2011-05-07,"Spring Hill, FL",United States,Fatal,Substantial,Airplane,CZECH SPORT AIRCRAFT AS,Piper Sport,No,1.0,Reciprocating,Positioning,1.0,0.0,0.0,0.0,VMC,unknown,2011
Accident,CEN11LA328,2011-05-07,"Fredenberg Township, MN",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-18,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,unknown,2011
Accident,ERA11CA304,2011-05-07,"Stevensville, MD",United States,Non-Fatal,Substantial,Airplane,COSTRUZIONI AERONAUTICHE TECNA,P2002 SIERRA,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,unknown,2011
Accident,WPR11CA489,2011-05-07,"Grants Pass, OR",United States,Non-Fatal,Substantial,Airplane,CESSNA,172C,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,WPR11CA219,2011-05-08,"Scottsdale, AZ",United States,Non-Fatal,Substantial,Airplane,EVEKTOR AEROTECHNIK AS,SPORTSTAR,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,CEN11LA327,2011-05-08,"Chico, TX",United States,Non-Fatal,Substantial,Airplane,PIPER,PA 46-350P,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,CEN11LA332,2011-05-08,"Crookston, MN",United States,Non-Fatal,Substantial,Airplane,UNREGISTERED,Quicksilver MXL II,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,unknown,2011
Accident,ERA11FA291,2011-05-09,"New Hampton, NY",United States,Fatal,Substantial,Airplane,PIPER,PA-28-180,No,1.0,Reciprocating,Ferry,2.0,0.0,0.0,0.0,VMC,unknown,2011
Accident,WPR11FA221,2011-05-09,"Miles City, MT",United States,Fatal,Substantial,Airplane,AIR TRACTOR INC,AT-802A,No,1.0,Turbo Prop,Positioning,1.0,0.0,0.0,0.0,IMC,unknown,2011
Accident,CEN11LA335,2011-05-09,"Bono, AR",United States,Non-Fatal,Substantial,Airplane,GRUMMAN ACFT ENG COR SCHWEIZER,G-164A,No,1.0,Reciprocating,Positioning,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,CEN11CA174,2011-05-10,"Walnut Ridge, AR",United States,Non-Fatal,Substantial,Airplane,GULFSTREAM SCHWEIZER A/C CORP,GULFSTREAM AM G-164B,No,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,CEN11CA330,2011-05-10,"Garwood, TX",United States,Non-Fatal,Substantial,Airplane,AIR TRACTOR INC,AT-301,No,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,ERA11LA292,2011-05-10,"Troy, SC",United States,Non-Fatal,Substantial,Airplane,FLIGHT DESIGN GMBH,CTLS,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,unknown,2011
Accident,CEN11FA340,2011-05-10,"Ravenna, OH",United States,Non-Fatal,Substantial,Airplane,MOONEY,M20R,No,1.0,Reciprocating,Personal,0.0,0.0,3.0,0.0,VMC,unknown,2011
Accident,ERA11FA293,2011-05-11,"Tarentum, PA",United States,Non-Fatal,Substantial,Airplane,BEECH,F33A,No,1.0,Reciprocating,Personal,0.0,2.0,2.0,0.0,VMC,unknown,2011
Accident,ERA11CA294,2011-05-11,"Clayton, NY",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-23-250,No,2.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,unknown,2011
Accident,WPR11CA222,2011-05-11,"Pleasant Grove, CA",United States,Non-Fatal,Substantial,Airplane,THRUSH AIRCRAFT INC,S2R-T34,No,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,CEN11CA362,2011-05-11,"Dowagiac, MI",United States,Non-Fatal,Substantial,Airplane,BEECH,B24R,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,unknown,2011
Accident,ERA11FA295,2011-05-12,"Washington, PA",United States,Non-Fatal,Substantial,Airplane,BEECH,G33,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,unknown,2011
Accident,ERA11CA296,2011-05-12,"Atlanta, GA",United States,Non-Fatal,Minor,Airplane,BOEING,737-732,No,2.0,Turbo Fan,unknown,0.0,0.0,0.0,298.0,VMC,unknown,2011
Accident,CEN11CA353,2011-05-12,"Guymon, OK",United States,Non-Fatal,Substantial,Airplane,HAWKER BEECHCRAFT CORP,G36,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,unknown,2011
Incident,DCA11WA061,2011-05-12,"Tao-Yuan, Taiwan (Province of China)",Taiwan,Non-Fatal,Minor,Airplane,BOEING,MD-90,No,2.0,unknown,unknown,0.0,0.0,0.0,101.0,Unknown,unknown,2011
Accident,ERA11FA299,2011-05-13,"Benezette, PA",United States,Fatal,Substantial,Airplane,PIPER,PA-22-150,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,unknown,2011
Accident,ERA11LA300,2011-05-13,"Tidioute, PA",United States,Non-Fatal,Substantial,Airplane,CAROTHERS,Zenith CH701,Yes,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,unknown,2011
Accident,ERA11LA298,2011-05-13,"Greenwood, MS",United States,Non-Fatal,Substantial,Airplane,THRUSH AIRCRAFT INC,S2R-T660,No,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,CEN11CA343,2011-05-13,"Greenfield, IN",United States,Non-Fatal,Substantial,Airplane,MOONEY,M20J,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,unknown,2011
Accident,WPR11LA223,2011-05-14,"Arlington, WA",United States,Fatal,Substantial,Airplane,CZECH AIRCRAFT WORKS SPOL SRO,Sportcruiser,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,unknown,2011
Accident,ERA11WA305,2011-05-14,"Breu Branco, Brazil",Brazil,Fatal,Substantial,Airplane,CESSNA,210M,No,1.0,unknown,Unknown,3.0,0.0,0.0,0.0,Unknown,unknown,2011
Accident,CEN11LA390,2011-05-14,"Grand Forks, ND",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-28R-201,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,unknown,2011
Accident,ERA11LA301,2011-05-15,"New Kent, VA",United States,Non-Fatal,Substantial,Airplane,LEIGH,S-6 COYOTE II,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,ANC11TA031,2011-05-16,"Atqasuk, AK",United States,Non-Fatal,Substantial,Airplane,BEECH,B200,No,2.0,Turbo Prop,Public Aircraft - Local,0.0,3.0,0.0,0.0,IMC,unknown,2011
Accident,WPR11CA224,2011-05-16,"Mammoth, AZ",United States,Non-Fatal,Substantial,Airplane,MAULE,M7,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,unknown,2011
Accident,ERA11WA310,2011-05-16,"Sao Pedro, Brazil",Brazil,Fatal,Destroyed,Airplane,PIPER,PA-34-200,No,1.0,unknown,Instructional,4.0,0.0,0.0,0.0,Unknown,unknown,2011
Incident,CEN11IA341,2011-05-17,"Denver, CO",United States,Non-Fatal,Minor,Airplane,BEECH,1900D,No,2.0,Turbo Prop,unknown,0.0,0.0,0.0,11.0,VMC,unknown,2011
Accident,ANC11CA032,2011-05-17,"Talkeetna, AK",United States,Non-Fatal,Substantial,Airplane,CESSNA,A185F,No,1.0,Reciprocating,Other Work Use,0.0,0.0,0.0,2.0,VMC,unknown,2011
Accident,ANC11CA033,2011-05-17,"Wasilla, AK",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-12,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,unknown,2011
Accident,CEN11CA344,2011-05-17,"Carbondale, IL",United States,Non-Fatal,Substantial,Airplane,CESSNA,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,unknown,2011
Accident,CEN11CA342,2011-05-17,"Spicewood, TX",United States,Non-Fatal,Substantial,Airplane,LUSCOMBE,8,No,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,unknown,2011
Accident,ERA11CA311,2011-05-17,"Taccoa, GA",United States,Non-Fatal,Substantial,Airplane,SOUTHERN AIRMOTIVE CORP.,SAC,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,WPR11FA228,2011-05-18,"Rock Springs, WY",United States,Fatal,Substantial,Airplane,BELLANCA,17-30A,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,unknown,2011
Accident,ANC11CA034,2011-05-18,"Kenai, AK",United States,Non-Fatal,Substantial,Airplane,CESSNA,180J,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,unknown,2011
Accident,WPR11FA230,2011-05-18,"Pioneer, CA",United States,Fatal,Substantial,Airplane,CAMERON,LANCAIR LEGACY,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,unknown,2011
Accident,WPR11CA229,2011-05-18,"Kahlotus, WA",United States,Non-Fatal,Substantial,Airplane,ROCKWELL INTERNATIONAL,S-2R,No,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,CEN11WA424,2011-05-18,"Bournemouth, United Kingdom",United Kingdom,Non-Fatal,Substantial,Airplane,BEECH,E-90,No,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,2.0,Unknown,unknown,2011
Accident,DCA11PA075,2011-05-19,"Point Mugu, CA",United States,Non-Fatal,Substantial,Airplane,BOEING,707-321B,No,4.0,Turbo Fan,Public Aircraft,0.0,3.0,0.0,0.0,VMC,unknown,2011
Accident,CEN11LA345,2011-05-19,"Salem, OH",United States,Non-Fatal,Substantial,Airplane,SOCATA,TBM-850,No,1.0,Turbo Prop,Business,0.0,0.0,1.0,3.0,IMC,unknown,2011
Accident,WPR11CA251,2011-05-19,"Torrance, CA",United States,Non-Fatal,Substantial,Airplane,BOEING,B75N1,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,CEN11FA347,2011-05-20,"Taos, NM",United States,Fatal,Substantial,Airplane,BEECH,F33A,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,unknown,2011
Accident,ANC11CA035,2011-05-20,"Coldfoot, AK",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-18A,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,CEN11LA350,2011-05-20,"Frederick, OK",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-22-160,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,unknown,2011
Accident,ERA11LA306,2011-05-20,"Wurtsboro, NY",United States,Non-Fatal,Substantial,Airplane,DIAMOND AIRCRAFT IND INC,DA 20-C1,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,unknown,2011
Accident,ERA11CA313,2011-05-20,"Greenville, KY",United States,Non-Fatal,Substantial,Airplane,CESSNA,150M,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,CEN11LA348,2011-05-21,"Cypress, TX",United States,Non-Fatal,Substantial,Airplane,PIPER,J3C,No,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,unknown,2011
Accident,CEN11LA352,2011-05-21,"Athens, OH",United States,Non-Fatal,Substantial,Airplane,AERO COMMANDER,100-180,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,unknown,2011
Accident,ERA11CA309,2011-05-21,"Greene, NY",United States,Non-Fatal,Substantial,Airplane,BEECH,A23,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,IMC,unknown,2011
Accident,WPR11LA233,2011-05-21,"Cody, WY",United States,Non-Fatal,Substantial,Airplane,PALMER,RV6A,Yes,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,unknown,2011
Accident,CEN11CA354,2011-05-21,"Albuqurque, NM",United States,Non-Fatal,Substantial,Airplane,HENRY SLOSING,Lanceair,Yes,1.0,unknown,Personal,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,ERA11CA315,2011-05-21,"Cambridge, MD",United States,Non-Fatal,Substantial,Airplane,MORRISEY,2150A,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,CEN11LA357,2011-05-21,"Pueblo, CO",United States,Non-Fatal,Substantial,Airplane,CESSNA,T210M,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,CEN11LA364,2011-05-21,"Phillipsburg, OH",United States,Non-Fatal,Substantial,Airplane,PIPER,PA30,No,2.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,unknown,2011
Accident,ERA11LA307,2011-05-22,"Grantville, GA",United States,Non-Fatal,Substantial,Airplane,FLIGHTSTAR INC,FLIGHTSTAR II,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,unknown,2011
Accident,CEN11FA346,2011-05-22,"Erie, CO",United States,Fatal,Substantial,Airplane,HANSEN IB C,CASSUTT III M,Yes,1.0,Reciprocating,Flight Test,1.0,0.0,0.0,0.0,VMC,unknown,2011
Accident,CEN11LA361,2011-05-22,"Colorado Springs, CO",United States,Non-Fatal,Substantial,Airplane,FLOURNOY MARTIN R,FLOURNOY MR S1S,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,WPR11FA232,2011-05-23,"Monument Valley, UT",United States,Non-Fatal,Substantial,Airplane,CESSNA,T207A,No,1.0,Reciprocating,unknown,0.0,3.0,3.0,0.0,VMC,unknown,2011
Accident,WPR11LA234,2011-05-24,"Puyallup, WA",United States,Non-Fatal,Substantial,Airplane,HOSKINS,ZENITH,Yes,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,unknown,2011
Accident,DCA11WA113,2011-05-24,"Kaduna, Nigeria",Nigeria,Fatal,Substantial,Airplane,BEECH,C90,No,0.0,unknown,Other Work Use,2.0,0.0,0.0,0.0,Unknown,unknown,2011
Accident,WPR11FA236,2011-05-25,"Sedona, AZ",United States,Non-Fatal,Substantial,Airplane,EMBRAER EMPRESA BRASILEIRA DE,EMB-500,No,2.0,Turbo Fan,unknown,0.0,0.0,2.0,3.0,VMC,unknown,2011
Accident,WPR11CA235,2011-05-25,"Yakima, WA",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-22-160,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,ERA11FA312,2011-05-25,"Murphy, NC",United States,Fatal,Substantial,Airplane,BEECH,58,No,2.0,Reciprocating,unknown,4.0,0.0,0.0,0.0,VMC,unknown,2011
Accident,WPR11CA237,2011-05-26,"Sedona, AZ",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-24-250,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,DCA11WA064,2011-05-26,"Brussels, Belgium",Belgium,Non-Fatal,Substantial,Airplane,BOEING,737,No,2.0,unknown,unknown,0.0,0.0,0.0,5.0,Unknown,unknown,2011
Accident,ERA11CA322,2011-05-26,"Quincy, FL",United States,Non-Fatal,Substantial,Airplane,CESSNA,140A,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,unknown,2011
Accident,ANC11CA036,2011-05-27,"Palmer, AK",United States,Non-Fatal,Substantial,Airplane,PIPER,J5A,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,unknown,2011
Incident,ERA11IA316,2011-05-27,"Newburgh, NY",United States,Non-Fatal,Minor,Airplane,ISRAEL AIRCRAFT INDUSTRIES,GULFSTREAM 200,No,2.0,Turbo Fan,unknown,0.0,0.0,0.0,3.0,VMC,unknown,2011
Accident,ANC11FA037,2011-05-27,"Chugiak, AK",United States,Fatal,Substantial,Airplane,CESSNA,180,No,1.0,Reciprocating,Personal,5.0,0.0,0.0,0.0,VMC,unknown,2011
