Aircraft Type,Accident Count,Fatal Accidents,Total Fatalities,Avg Severity Index,First Year,Last Year,Risk Score
VIRGINIA AVIATION WRIGHT MODEL B,0.0,0,0.0,0.0028653295128939827,2003,2003,0.0005730659025787965
REYNOLDS MARSKE MONARCH 1997,0.0,0,0.0,0.0028653295128939827,1997,1997,0.0005730659025787965
RANSOME PITTS SPECIAL S 1C,0.0,0,0.0,0.0028653295128939827,1990,1990,0.0005730659025787965
KITFOX KITFOX SPORT,0.0,0,0.0,0.0028653295128939827,2020,2020,0.0005730659025787965
SIX CHUTER WEST LLC LEGEND XL,0.0,0,0.0,0.0028653295128939827,2017,2017,0.0005730659025787965
HOMEBUILT JODEL F 9,0.0,0,0.0,0.0028653295128939827,1986,1986,0.0005730659025787965
KEESLER W8 TAILWIND,0.0,0,0.0,0.0028653295128939827,2011,2011,0.0005730659025787965
KEVIN LIPPERT ZENITH CH 750,0.0,0,0.0,0.0028653295128939827,2021,2021,0.0005730659025787965
KEVIN WILKINSON EASY EAGLE 1,0.0,0,0.0,0.0028653295128939827,2010,2010,0.0005730659025787965
KENNESON MERLIN GT,0.0,0,0.0,0.0028653295128939827,1997,1997,0.0005730659025787965
KENNY DEWARD B 8M,0.0,0,0.0,0.0028653295128939827,1987,1987,0.0005730659025787965
KENNY MARINER MF BOAT,0.0,0,0.0,0.0028653295128939827,2004,2004,0.0005730659025787965
KENOYER HORIZON ONE,0.0,0,0.0,0.0028653295128939827,1996,1996,0.0005730659025787965
KERNS KENNETH H KENS WINGLESS WONDER,0.0,0,0.0,0.0028653295128939827,2017,2017,0.0005730659025787965
KERR MATTHEW STARDUSTER TOO,0.0,0,0.0,0.0028653295128939827,2013,2013,0.0005730659025787965
JERRY COX GOLDWING,0.0,0,0.0,0.0028653295128939827,1986,1986,0.0005730659025787965
HUFF PULSAR,0.0,0,0.0,0.0028653295128939827,1991,1991,0.0005730659025787965
HOWARD WHYTE NIEUPORT 28,0.0,0,0.0,0.0028653295128939827,2005,2005,0.0005730659025787965
HOWELL FW2C80TR,0.0,0,0.0,0.0028653295128939827,2008,2008,0.0005730659025787965
HPH LTD GLASFLUGEL,0.0,0,0.0,0.0028653295128939827,2021,2021,0.0005730659025787965
HROSIK GENE AVENTURA II,0.0,0,0.0,0.0028653295128939827,2011,2011,0.0005730659025787965
HUGHES STOL KING,0.0,0,0.0,0.0028653295128939827,2003,2003,0.0005730659025787965
HUMPHREYS STITTS SA6B,0.0,0,0.0,0.0028653295128939827,2001,2001,0.0005730659025787965
HUNT SPARROWHAWK,0.0,0,0.0,0.0028653295128939827,2011,2011,0.0005730659025787965
HUNTER GEORGE RV 6,0.0,0,0.0,0.0028653295128939827,2017,2017,0.0005730659025787965
HUNTER MYERS 145,0.0,0,0.0,0.0028653295128939827,1999,1999,0.0005730659025787965
HUNTINGTON KIS,0.0,0,0.0,0.0028653295128939827,2006,2006,0.0005730659025787965
HUSTON CHARLES D PITTS S 12,0.0,0,0.0,0.0028653295128939827,2009,2009,0.0005730659025787965
HUGHES 500C (369HS),0.0,0,0.0,0.0028653295128939827,1984,1984,0.0005730659025787965
HUGHES AERO CORP PREDATOR,0.0,0,0.0,0.0028653295128939827,2014,2014,0.0005730659025787965
HUGHES CHARLES R ZODIAC 601XL,0.0,0,0.0,0.0028653295128939827,2013,2013,0.0005730659025787965
HUGHES H 369D,0.0,0,0.0,0.0028653295128939827,1983,1983,0.0005730659025787965
HOLMGREEN RV 6A,0.0,0,0.0,0.0028653295128939827,2006,2006,0.0005730659025787965
KEARN BREEZY,0.0,0,0.0,0.0028653295128939827,2006,2006,0.0005730659025787965
KAUFFMAN BD4,0.0,0,0.0,0.0028653295128939827,1985,1985,0.0005730659025787965
"KENDALL, BLAIR RANS S 12",0.0,0,0.0,0.0028653295128939827,2002,2002,0.0005730659025787965
KITCHEN NEIUPORT 24 BIS,0.0,0,0.0,0.0028653295128939827,1988,1988,0.0005730659025787965
JOHNSON BUSHROD,0.0,0,0.0,0.0028653295128939827,1997,1997,0.0005730659025787965
JOHNSON GERALD CR 1,0.0,0,0.0,0.0028653295128939827,2018,2018,0.0005730659025787965
JOHNSON GLASTAR,0.0,0,0.0,0.0028653295128939827,2017,2017,0.0005730659025787965
JOHNSON HELICYCLE,0.0,0,0.0,0.0028653295128939827,2010,2010,0.0005730659025787965
JOHNSON JERRY WAG AERO/SPT TRAINER,0.0,0,0.0,0.0028653295128939827,2017,2017,0.0005730659025787965
JOHNSON KENNETH R STOL CH 801,0.0,0,0.0,0.0028653295128939827,2016,2016,0.0005730659025787965
JOHNSON MOORE ZENITH CH 701,0.0,0,0.0,0.0028653295128939827,2004,2004,0.0005730659025787965
JOHNSON QUICKIE 2,0.0,0,0.0,0.0028653295128939827,1987,1987,0.0005730659025787965
JOHNSON A 4,0.0,0,0.0,0.0028653295128939827,1994,1994,0.0005730659025787965
JOHN L. KLEIN MARQUART CHARGERMA 5,0.0,0,0.0,0.0028653295128939827,2003,2003,0.0005730659025787965
JOHNNY F ANDERSON BUCKEYE DREAM MACHIN,0.0,0,0.0,0.0028653295128939827,2015,2015,0.0005730659025787965
KINNER SPORTSTER K,0.0,0,0.0,0.0028653295128939827,1995,1995,0.0005730659025787965
KITCHENS REVOLUTION MINI 500B,0.0,0,0.0,0.0028653295128939827,2000,2000,0.0005730659025787965
KELLY LONG EZ,0.0,0,0.0,0.0028653295128939827,1994,1994,0.0005730659025787965
KNAPP EASY RAIDER,0.0,0,0.0,0.0028653295128939827,2017,2017,0.0005730659025787965
KOLB MARK II,0.0,0,0.0,0.0028653295128939827,2008,2008,0.0005730659025787965
KOLB TWIN STAR MARK III,0.0,0,0.0,0.0028653295128939827,2001,2001,0.0005730659025787965
KOPE ZENITH CH200,0.0,0,0.0,0.0028653295128939827,1993,1993,0.0005730659025787965
KORRISON TOM SPARROW HAWK,0.0,0,0.0,0.0028653295128939827,2012,2012,0.0005730659025787965
KOSCH WHITEHEAD #21,0.0,0,0.0,0.0028653295128939827,1986,1986,0.0005730659025787965
KOTH LARRY JABIRU CALYPSO,0.0,0,0.0,0.0028653295128939827,2011,2011,0.0005730659025787965
KNOTT VERNON W ZENITH 750,0.0,0,0.0,0.0028653295128939827,2022,2022,0.0005730659025787965
KNOX HI MAX,0.0,0,0.0,0.0028653295128939827,1999,1999,0.0005730659025787965
KOLB COMPANY TWINSTAR MK II,0.0,0,0.0,0.0028653295128939827,1991,1991,0.0005730659025787965
KELLEY DERRICK/LEZA AIRCAM,0.0,0,0.0,0.0028653295128939827,2017,2017,0.0005730659025787965
KELLY KOLB MARK III,0.0,0,0.0,0.0028653295128939827,1998,1998,0.0005730659025787965
HOLST LAWRENCE E VP 1,0.0,0,0.0,0.0028653295128939827,2011,2011,0.0005730659025787965
HOLMES XTC2,0.0,0,0.0,0.0028653295128939827,1983,1983,0.0005730659025787965
JIMENEZ REYMUNDO CHALLENGER II SPECIA,0.0,0,0.0,0.0028653295128939827,2007,2007,0.0005730659025787965
HOLMES SPECIAL,0.0,0,0.0,0.0028653295128939827,1993,1993,0.0005730659025787965
JEROME D FISCHER RV 7,0.0,0,0.0,0.0028653295128939827,2015,2015,0.0005730659025787965
JAMES WIEBE BELITE PIPPER,0.0,0,0.0,0.0028653295128939827,2018,2018,0.0005730659025787965
JAVRON EXPERIMENTAL PA18 REPLICA,0.0,0,0.0,0.0028653295128939827,2022,2022,0.0005730659025787965
JAQUISH CHALLENGER SPEC II,0.0,0,0.0,0.0028653295128939827,1997,1997,0.0005730659025787965
INDUS T211 THORPEDO,0.0,0,0.0,0.0028653295128939827,2007,2007,0.0005730659025787965
INFINITY 2000,0.0,0,0.0,0.0028653295128939827,2012,2012,0.0005730659025787965
INFINITY POWER PARACHUTES LLC CLASSIC 2002,0.0,0,0.0,0.0028653295128939827,2012,2012,0.0005730659025787965
INMAN ACRO SPORT 1,0.0,0,0.0,0.0028653295128939827,1994,1994,0.0005730659025787965
I.C.A. BRASOV (ROMANIA) IS 28B2,0.0,0,0.0,0.0028653295128939827,2021,2021,0.0005730659025787965
I.C.A. BRASOV IS 26B2,0.0,0,0.0,0.0028653295128939827,2008,2008,0.0005730659025787965
I.C.A. BRASOV IS 28 B2,0.0,0,0.0,0.0028653295128939827,2002,2002,0.0005730659025787965
"ICARD, CLAUDE M. SONERAI II LT",0.0,0,0.0,0.0028653295128939827,1991,1991,0.0005730659025787965
ICP SAVANNAH,0.0,0,0.0,0.0028653295128939827,2018,2018,0.0005730659025787965
INTERPLANE SKY BOY,0.0,0,0.0,0.0028653295128939827,2001,2001,0.0005730659025787965
ISTENES OLDFIELD BABY LAKES,0.0,0,0.0,0.0028653295128939827,1984,1984,0.0005730659025787965
ITEC INC MAVERICK,0.0,0,0.0,0.0028653295128939827,2014,2014,0.0005730659025787965
IZATT MITCHELL U2,0.0,0,0.0,0.0028653295128939827,2000,2000,0.0005730659025787965
J. ROBERTS PITTS SPECIAL,0.0,0,0.0,0.0028653295128939827,1983,1983,0.0005730659025787965
J.A.MULLAN DRAGONFLY,0.0,0,0.0,0.0028653295128939827,1982,1982,0.0005730659025787965
JABIRU 250,0.0,0,0.0,0.0028653295128939827,2018,2018,0.0005730659025787965
JABIRU AIRCRAFT PTY LTD J170 D,0.0,0,0.0,0.0028653295128939827,2021,2021,0.0005730659025787965
INTERPLANE XJ,0.0,0,0.0,0.0028653295128939827,2007,2007,0.0005730659025787965
DICKMANN PITTS S 1,0.0,0,0.0,0.0028653295128939827,1996,1996,0.0005730659025787965
DIETRICH NIEUPORT 12,0.0,0,0.0,0.0028653295128939827,1997,1997,0.0005730659025787965
DIGIMAS STARDUSTER TOO,0.0,0,0.0,0.0028653295128939827,2001,2001,0.0005730659025787965
DILLINGER LONG E Z,0.0,0,0.0,0.0028653295128939827,1988,1988,0.0005730659025787965
DG FLUGZEUGBAU GMBH DG 500MB,0.0,0,0.0,0.0028653295128939827,2012,2012,0.0005730659025787965
JEROME A BAAK CH 601XL,0.0,0,0.0,0.0028653295128939827,2014,2014,0.0005730659025787965
JEREMIAH JACKSON VANS RV 10,0.0,0,0.0,0.0028653295128939827,2013,2013,0.0005730659025787965
JENKINS HP 18,0.0,0,0.0,0.0028653295128939827,1985,1985,0.0005730659025787965
HOSKINS ZENITH,0.0,0,0.0,0.0028653295128939827,2011,2011,0.0005730659025787965
HOFFMEYER MONI STANDARD,0.0,0,0.0,0.0028653295128939827,1991,1991,0.0005730659025787965
HOLIMAN PIETENPOL AIRCAMPER,0.0,0,0.0,0.0028653295128939827,1998,1998,0.0005730659025787965
HOLLAND ROTORWAY 162F,0.0,0,0.0,0.0028653295128939827,2008,2008,0.0005730659025787965
HOLLMAN CONDOR,0.0,0,0.0,0.0028653295128939827,1982,1982,0.0005730659025787965
HOLLOMAN L B/HOLLOMAN E M SONEX,0.0,0,0.0,0.0028653295128939827,2012,2012,0.0005730659025787965
HOLMAN/SEARS HS 1,0.0,0,0.0,0.0028653295128939827,1989,1989,0.0005730659025787965
HOLMES GARY DON RUTAN LONG EZ,0.0,0,0.0,0.0028653295128939827,2010,2010,0.0005730659025787965
HOPKINS BUCKEYE INDUSTRIES DREAM MACHINE 582,0.0,0,0.0,0.0028653295128939827,1998,1998,0.0005730659025787965
HOPKINS RUTAN VARIVIGGEN,0.0,0,0.0,0.0028653295128939827,2005,2005,0.0005730659025787965
HORDEMANN RV 4,0.0,0,0.0,0.0028653295128939827,1983,1983,0.0005730659025787965
HOSKINS CRAIG LIGHTNING BUG,0.0,0,0.0,0.0028653295128939827,1999,1999,0.0005730659025787965
HOSKINS LONNIE F VELOCITY XL RG,0.0,0,0.0,0.0028653295128939827,2016,2016,0.0005730659025787965
HOSTEIN K/HOSTEIN S PIETENPOL,0.0,0,0.0,0.0028653295128939827,2017,2017,0.0005730659025787965
JAMES HOUSTON KR2,0.0,0,0.0,0.0028653295128939827,1992,1992,0.0005730659025787965
HOUK PITTS S1 S,0.0,0,0.0,0.0028653295128939827,1986,1986,0.0005730659025787965
HOUTS AVID MARK IV,0.0,0,0.0,0.0028653295128939827,2011,2011,0.0005730659025787965
HOWARD AIRCRAFT CORP. WEEDHOPPER,0.0,0,0.0,0.0028653295128939827,2000,2000,0.0005730659025787965
HOOVER DAVID ARNOLD AR 6,0.0,0,0.0,0.0028653295128939827,2016,2016,0.0005730659025787965
HOMEBUILT UNKOWN,0.0,0,0.0,0.0028653295128939827,2003,2003,0.0005730659025787965
HOOK ZODIAC CH 650,0.0,0,0.0,0.0028653295128939827,2013,2013,0.0005730659025787965
JAMES D RIGGS RV 10,0.0,0,0.0,0.0028653295128939827,2017,2017,0.0005730659025787965
JACANIN GREAT LAKES,0.0,0,0.0,0.0028653295128939827,1992,1992,0.0005730659025787965
JACK MCDANIEL RANS S 12,0.0,0,0.0,0.0028653295128939827,2001,2001,0.0005730659025787965
JACKSON JEREMIAH D VANS RV6A,0.0,0,0.0,0.0028653295128939827,2014,2014,0.0005730659025787965
JAMES F HAKE MTO SPORT,0.0,0,0.0,0.0028653295128939827,2017,2017,0.0005730659025787965
JAMES H BERARD RV 6A,0.0,0,0.0,0.0028653295128939827,2012,2012,0.0005730659025787965
"JOHN H. MC CLAIN, JR. RAND KR2",0.0,0,0.0,0.0028653295128939827,1985,1985,0.0005730659025787965
JIM WESEMAN CHALLENGER II,0.0,0,0.0,0.0028653295128939827,2000,2000,0.0005730659025787965
DIAMOND AIRCRAFT IND GMBH DA 40,0.0,0,0.0,0.0028653295128939827,2009,2009,0.0005730659025787965
GREENE R/GREENE S RANS S 17,0.0,0,0.0,0.0028653295128939827,2017,2017,0.0005730659025787965
HELIO AIRCRAFT LTD H800,0.0,0,0.0,0.0028653295128939827,2004,2004,0.0005730659025787965
HEAD AX8 88,0.0,0,0.0,0.0028653295128939827,2020,2020,0.0005730659025787965
HEAD BALLOONS INC. AX8 88,0.0,0,0.0,0.0028653295128939827,2004,2004,0.0005730659025787965
"HEAD BALLOONS, INC. AX8 105",0.0,0,0.0,0.0028653295128939827,1993,1993,0.0005730659025787965
HEADRICK VANS RV9A,0.0,0,0.0,0.0028653295128939827,2004,2004,0.0005730659025787965
HEARD RV 6A,0.0,0,0.0,0.0028653295128939827,2001,2001,0.0005730659025787965
HEBB AVID MAGNUM,0.0,0,0.0,0.0028653295128939827,2004,2004,0.0005730659025787965
HENDRYX STEVE/WILEY ROSS SUPER REBEL,0.0,0,0.0,0.0028653295128939827,2011,2011,0.0005730659025787965
HENLEY AERODROME FOKKER DR1,0.0,0,0.0,0.0028653295128939827,1986,1986,0.0005730659025787965
HENRY J. CAMACHO SEAHAWK,0.0,0,0.0,0.0028653295128939827,1993,1993,0.0005730659025787965
HERNANDEZ CHALLENGER SPECIAL II,0.0,0,0.0,0.0028653295128939827,1996,1996,0.0005730659025787965
HELO WERKS HX 1 WASP,0.0,0,0.0,0.0028653295128939827,2006,2006,0.0005730659025787965
HENDERSON RV 4,0.0,0,0.0,0.0028653295128939827,1988,1988,0.0005730659025787965
GOTTELT HERBERT R KITFOX IV/,0.0,0,0.0,0.0028653295128939827,2009,2009,0.0005730659025787965
GOUDIE FISHER CLASSIC,0.0,0,0.0,0.0028653295128939827,2015,2015,0.0005730659025787965
GOSS KR 2,0.0,0,0.0,0.0028653295128939827,1990,1990,0.0005730659025787965
GORDORN PRICE ULTIMATE 10 300,0.0,0,0.0,0.0028653295128939827,1991,1991,0.0005730659025787965
GONZALEZ MANUEL A RV 7,0.0,0,0.0,0.0028653295128939827,2016,2016,0.0005730659025787965
GOODYEAR AEROSPACE GZ 20 A,0.0,0,0.0,0.0028653295128939827,1998,1998,0.0005730659025787965
GORDON E. BROWN NIEUPORT C 1,0.0,0,0.0,0.0028653295128939827,2005,2005,0.0005730659025787965
GREG SMITH KR 2,0.0,0,0.0,0.0028653295128939827,1991,1991,0.0005730659025787965
GREGORY S MILLER GM CUB,0.0,0,0.0,0.0028653295128939827,2022,2022,0.0005730659025787965
GRENIER RAYMOND VANS AIRCRAFT,0.0,0,0.0,0.0028653295128939827,2016,2016,0.0005730659025787965
GRIEME SKYBOLT,0.0,0,0.0,0.0028653295128939827,1983,1983,0.0005730659025787965
GRAY ROTORWAY EXEC,0.0,0,0.0,0.0028653295128939827,1999,1999,0.0005730659025787965
GREEN FOWLER PAZMANY PL 1,0.0,0,0.0,0.0028653295128939827,1991,1991,0.0005730659025787965
GREEN PIETENPOL,0.0,0,0.0,0.0028653295128939827,1986,1986,0.0005730659025787965
HELICYCLE/MORRISEY RR RM 1,0.0,0,0.0,0.0028653295128939827,2016,2016,0.0005730659025787965
HEISER ROBERT C JR PULSAR XP,0.0,0,0.0,0.0028653295128939827,2012,2012,0.0005730659025787965
HEIN SONEX,0.0,0,0.0,0.0028653295128939827,2007,2007,0.0005730659025787965
HIBBARD NORMAN E THORP T 18,0.0,0,0.0,0.0028653295128939827,2022,2022,0.0005730659025787965
HARPER W 8 TAILWIND,0.0,0,0.0,0.0028653295128939827,1996,1996,0.0005730659025787965
HARRIS DRAGONFLY,0.0,0,0.0,0.0028653295128939827,1994,1994,0.0005730659025787965
HARRIS GOLDWING,0.0,0,0.0,0.0028653295128939827,1984,1984,0.0005730659025787965
HANSON RANS S6ES,0.0,0,0.0,0.0028653295128939827,2002,2002,0.0005730659025787965
HANSON ROBERT H PIETENPOL AIRCAMPER,0.0,0,0.0,0.0028653295128939827,2016,2016,0.0005730659025787965
HAPHEY BRUCE FREDERIC MUSTANG II,0.0,0,0.0,0.0028653295128939827,2015,2015,0.0005730659025787965
HAWLEY RICHARD A1B,0.0,0,0.0,0.0028653295128939827,2018,2018,0.0005730659025787965
HILLER H 23A,0.0,0,0.0,0.0028653295128939827,1985,1985,0.0005730659025787965
HILLER SIXCHUTER LEGEND XL,0.0,0,0.0,0.0028653295128939827,2009,2009,0.0005730659025787965
HIGHER CLASS AVIATION SUPER HORNET,0.0,0,0.0,0.0028653295128939827,2006,2006,0.0005730659025787965
HESS JOHN L SPEZIO II,0.0,0,0.0,0.0028653295128939827,2008,2008,0.0005730659025787965
HEVERON SANDPIPER 83B,0.0,0,0.0,0.0028653295128939827,1984,1984,0.0005730659025787965
HIGGENS RANS S 12 XL,0.0,0,0.0,0.0028653295128939827,1997,1997,0.0005730659025787965
HILLERY W. GRICE ALLEY CAT 1,0.0,0,0.0,0.0028653295128939827,2007,2007,0.0005730659025787965
HILLER SOLOY 12E,0.0,0,0.0,0.0028653295128939827,1982,1982,0.0005730659025787965
HIRN ASSOCIATES LTD ZODIAC CH601XL,0.0,0,0.0,0.0028653295128939827,2016,2016,0.0005730659025787965
HISTORICAL AIRCRAFT CORP. A 001,0.0,0,0.0,0.0028653295128939827,1990,1990,0.0005730659025787965
HITCHENS EDI 90FT,0.0,0,0.0,0.0028653295128939827,2005,2005,0.0005730659025787965
HOAGLAND VARIEZE,0.0,0,0.0,0.0028653295128939827,2002,2002,0.0005730659025787965
HODGE EXPRESS,0.0,0,0.0,0.0028653295128939827,2006,2006,0.0005730659025787965
HODGES SAMUEL J RV 7A,0.0,0,0.0,0.0028653295128939827,2011,2011,0.0005730659025787965
HODRE BUULL KOLB MARK III,0.0,0,0.0,0.0028653295128939827,1999,1999,0.0005730659025787965
HILLER UH 12 SOLOY,0.0,0,0.0,0.0028653295128939827,1982,1982,0.0005730659025787965
HILLER UH12ET,0.0,0,0.0,0.0028653295128939827,1984,1984,0.0005730659025787965
HILLER UH12J3,0.0,0,0.0,0.0028653295128939827,1985,1985,0.0005730659025787965
HILLER UH12L4,0.0,0,0.0,0.0028653295128939827,1982,1982,0.0005730659025787965
GREEN STARDUSTER TOO,0.0,0,0.0,0.0028653295128939827,1994,1994,0.0005730659025787965
GLASER DIRKS DG 800B,0.0,0,0.0,0.0028653295128939827,1998,1998,0.0005730659025787965
JIM GARRISON N11,0.0,0,0.0,0.0028653295128939827,2007,2007,0.0005730659025787965
GLASER DIRKS DG500,0.0,0,0.0,0.0028653295128939827,2019,2019,0.0005730659025787965
GRIGG/BOWERS FLYBABY,0.0,0,0.0,0.0028653295128939827,1989,1989,0.0005730659025787965
GRIMM SEA HAWKER,0.0,0,0.0,0.0028653295128939827,1999,1999,0.0005730659025787965
GROOMS TITAN TORNADO,0.0,0,0.0,0.0028653295128939827,2000,2000,0.0005730659025787965
GROSS COZY,0.0,0,0.0,0.0028653295128939827,2010,2010,0.0005730659025787965
GRUMMAN HU 16E,0.0,0,0.0,0.0028653295128939827,1991,1991,0.0005730659025787965
GRUNSKA EARL J BABY ACE D,0.0,0,0.0,0.0028653295128939827,1995,1995,0.0005730659025787965
GUISINGER GARY G BABY BELLE,0.0,0,0.0,0.0028653295128939827,2015,2015,0.0005730659025787965
GULFSTREAM 500 COMMANDER,0.0,0,0.0,0.0028653295128939827,1984,1984,0.0005730659025787965
GRUMMAN G58A,0.0,0,0.0,0.0028653295128939827,1993,1993,0.0005730659025787965
GRUMMAN F9F 2,0.0,0,0.0,0.0028653295128939827,1996,1996,0.0005730659025787965
HOFFMAN DAVID K HOFFMAN BMW AIRTRIKE,0.0,0,0.0,0.0028653295128939827,2014,2014,0.0005730659025787965
JONKER SAILPLANES CC JS 1B,0.0,0,0.0,0.0028653295128939827,2012,2012,0.0005730659025787965
JORDAN DON R VANS RV 6A,0.0,0,0.0,0.0028653295128939827,2009,2009,0.0005730659025787965
JOHNSTON LONG E Z,0.0,0,0.0,0.0028653295128939827,1983,1983,0.0005730659025787965
JONES COZY MARK IV,0.0,0,0.0,0.0028653295128939827,2011,2011,0.0005730659025787965
JONES KENT C VANS RV 10,0.0,0,0.0,0.0028653295128939827,2017,2017,0.0005730659025787965
KAMAN H 43B,0.0,0,0.0,0.0028653295128939827,1983,1983,0.0005730659025787965
KAMTZ RUSSELL H RV 6A,0.0,0,0.0,0.0028653295128939827,2011,2011,0.0005730659025787965
JOSEPH W. HILLBRAND SONERAI IIL,0.0,0,0.0,0.0028653295128939827,1990,1990,0.0005730659025787965
JUSTICE FRANK K VANS RV 6A,0.0,0,0.0,0.0028653295128939827,2022,2022,0.0005730659025787965
JOB SONERAI II,0.0,0,0.0,0.0028653295128939827,1989,1989,0.0005730659025787965
JOBE'S TE 1,0.0,0,0.0,0.0028653295128939827,1998,1998,0.0005730659025787965
JOE UNDERWOOD LAZER Z,0.0,0,0.0,0.0028653295128939827,2001,2001,0.0005730659025787965
JESSE SAINT/TROY TOWNSEND/ETHA CH 801,0.0,0,0.0,0.0028653295128939827,2016,2016,0.0005730659025787965
JEWETT SC 360,0.0,0,0.0,0.0028653295128939827,2020,2020,0.0005730659025787965
JIHLAVAN KP 5 ASA,0.0,0,0.0,0.0028653295128939827,2008,2008,0.0005730659025787965
JIM BRADDOCK JUST AIRCRAFT HIGHLA,0.0,0,0.0,0.0028653295128939827,2013,2013,0.0005730659025787965
GROVE AIR COMMAND,0.0,0,0.0,0.0028653295128939827,1999,1999,0.0005730659025787965
GRUMMAN AIRCRAFT ENG CORP G 111,0.0,0,0.0,0.0028653295128939827,2009,2009,0.0005730659025787965
GRUMMAN AG CAT G 164,0.0,0,0.0,0.0028653295128939827,1985,1985,0.0005730659025787965
GULFSTREAM G II,0.0,0,0.0,0.0028653295128939827,1990,1990,0.0005730659025787965
GLASER DIRKS FLUGZEUBAU DG 100G,0.0,0,0.0,0.0028653295128939827,2002,2002,0.0005730659025787965
GILLETTE BABY ACE,0.0,0,0.0,0.0028653295128939827,2001,2001,0.0005730659025787965
GILLMORE BENSON B&M,0.0,0,0.0,0.0028653295128939827,1999,1999,0.0005730659025787965
GLASAIR 1,0.0,0,0.0,0.0028653295128939827,2020,2020,0.0005730659025787965
GLASFLUGEL ST LIBELLE,0.0,0,0.0,0.0028653295128939827,1986,1986,0.0005730659025787965
GODDARD DICK SIM BENSEN B 8M,0.0,0,0.0,0.0028653295128939827,2022,2022,0.0005730659025787965
GOEHRING QUICKIE,0.0,0,0.0,0.0028653295128939827,1992,1992,0.0005730659025787965
GOIDEN CIRCLE T BIRD,0.0,0,0.0,0.0028653295128939827,2004,2004,0.0005730659025787965
GOINS SONERAI II LTS,0.0,0,0.0,0.0028653295128939827,1998,1998,0.0005730659025787965
GLIMN KITFOX 2 3,0.0,0,0.0,0.0028653295128939827,2015,2015,0.0005730659025787965
GLOBE GC 1D,0.0,0,0.0,0.0028653295128939827,1991,1991,0.0005730659025787965
GULFSTREAM AMERICAN AA 1A YANKEE,0.0,0,0.0,0.0028653295128939827,1985,1985,0.0005730659025787965
GULFSTREAM AEROSPACE G 200,0.0,0,0.0,0.0028653295128939827,2005,2005,0.0005730659025787965
GRUMMAN ACFT ENG G 164B,0.0,0,0.0,0.0028653295128939827,2008,2008,0.0005730659025787965
HADDAN SONERAI IIL,0.0,0,0.0,0.0028653295128939827,2007,2007,0.0005730659025787965
HADDOW WILLIAM H PITTS SPECIAL S 1,0.0,0,0.0,0.0028653295128939827,2016,2016,0.0005730659025787965
HAECKER SPACEWALKER,0.0,0,0.0,0.0028653295128939827,2008,2008,0.0005730659025787965
HAGAMAN PITTS PITTS S,0.0,0,0.0,0.0028653295128939827,1991,1991,0.0005730659025787965
HAGER CLINTON RAY VANS RV 8,0.0,0,0.0,0.0028653295128939827,2010,2010,0.0005730659025787965
HAINES JOSEPH E SHA GLASAIR,0.0,0,0.0,0.0028653295128939827,2011,2011,0.0005730659025787965
HACKNEY GLASAIR TD,0.0,0,0.0,0.0028653295128939827,2007,2007,0.0005730659025787965
GULFSTREAM PEREGRINE,0.0,0,0.0,0.0028653295128939827,1983,1983,0.0005730659025787965
GULFSTREAM 520,0.0,0,0.0,0.0028653295128939827,1984,1984,0.0005730659025787965
GRUMMAN AA LC,0.0,0,0.0,0.0028653295128939827,1991,1991,0.0005730659025787965
GRUMMAN ACFT ENG COR G 164A,0.0,0,0.0,0.0028653295128939827,2012,2012,0.0005730659025787965
GRUMMAN ACFT ENG G 164A,0.0,0,0.0,0.0028653295128939827,2008,2008,0.0005730659025787965
DIAMOND AICRAFT INDUSTRIES INC DA 20 C1,0.0,0,0.0,0.0028653295128939827,2013,2013,0.0005730659025787965
DONALD E. CROCKER RV 6,0.0,0,0.0,0.0028653295128939827,1992,1992,0.0005730659025787965
HALLQUIST THUNDERBOLT,0.0,0,0.0,0.0028653295128939827,1982,1982,0.0005730659025787965
GARDNER SEA REY,0.0,0,0.0,0.0028653295128939827,1994,1994,0.0005730659025787965
GARRISON RONALD L ZODIAC 601 XL,0.0,0,0.0,0.0028653295128939827,2021,2021,0.0005730659025787965
GARY A JAMIESON JA30 SUPERSTOL,0.0,0,0.0,0.0028653295128939827,2016,2016,0.0005730659025787965
GARY WILLIAMS AVID FLYER,0.0,0,0.0,0.0028653295128939827,1990,1990,0.0005730659025787965
FRANZREB LOEHLE 5151 MUSTANG,0.0,0,0.0,0.0028653295128939827,2004,2004,0.0005730659025787965
GIBONEY THUNDER MUSTANG,0.0,0,0.0,0.0028653295128939827,2010,2010,0.0005730659025787965
GIFFORD TR 4,0.0,0,0.0,0.0028653295128939827,2000,2000,0.0005730659025787965
GIGER FRANK R NIEUPORT II,0.0,0,0.0,0.0028653295128939827,2019,2019,0.0005730659025787965
GILBERT L. HOUSTON MONI,0.0,0,0.0,0.0028653295128939827,1983,1983,0.0005730659025787965
GILDERSLEEVE RV 4,0.0,0,0.0,0.0028653295128939827,1991,1991,0.0005730659025787965
GILES 202,0.0,0,0.0,0.0028653295128939827,2004,2004,0.0005730659025787965
GILES G 750,0.0,0,0.0,0.0028653295128939827,1999,1999,0.0005730659025787965
GILES MUSTANG II,0.0,0,0.0,0.0028653295128939827,2004,2004,0.0005730659025787965
GENTRY VARI EZE,0.0,0,0.0,0.0028653295128939827,2002,2002,0.0005730659025787965
